YbEdition,yr,rtCode,rtTitle,ptCode,ptTitle,ImportValue,ExportValue,Units,c1,c2,maxyear,Import_percent,Export_percent,mHerfindahl,xHerfindahl
2013,2012,4,Afghanistan,0,World,6204.984101,428.90271,M,4,0,2012,100,100,0.301379359,0.333287896
2013,2012,4,Afghanistan,156,China,713.658794,4.796438,M,4,156,2012,11.5,1.12,0.301379359,0.333287896
2013,2012,4,Afghanistan,276,Germany,258.010815,1.580389,M,4,276,2012,4.16,0.37,0.301379359,0.333287896
2013,2012,4,Afghanistan,364,Iran,498.586348,26.605877,M,4,364,2012,8.04,6.2,0.301379359,0.333287896
2013,2012,4,Afghanistan,392,Japan,600.504247,NULL,M,4,392,2012,9.68,NULL,0.301379359,0.333287896
2013,2012,4,Afghanistan,586,Pakistan,883.020604,201.392865,M,4,586,2012,14.23,46.96,0.301379359,0.333287896
2013,2012,4,Afghanistan,682,Saudi Arabia,NULL,1.706068,M,4,682,2012,NULL,0.4,0.301379359,0.333287896
2013,2012,4,Afghanistan,699,India,118.134234,69.713498,M,4,699,2012,1.9,16.25,0.301379359,0.333287896
2013,2012,4,Afghanistan,826,United Kingdom,30.819381,NULL,M,4,826,2012,0.5,NULL,0.301379359,0.333287896
2013,2012,4,Afghanistan,899,Areas- nes,3102.249678,123.107575,M,4,899,2012,50,28.7,0.301379359,0.333287896
2013,2013,8,Albania,0,World,4880.593254,2331.521928,M,8,0,2013,100,100,0.135474347,0.242005772
2013,2013,8,Albania,4,Afghanistan,0.004751,0.000278,M,8,4,2013,0,0,0.135474347,0.242005772
2013,2013,8,Albania,12,Algeria,8.001317,0.460442,M,8,12,2013,0.16,0.02,0.135474347,0.242005772
2013,2013,8,Albania,28,Antigua and Barbuda,0.009942,NULL,M,8,28,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,31,Azerbaijan,0.000933,0.005498,M,8,31,2013,0,0,0.135474347,0.242005772
2013,2013,8,Albania,32,Argentina,16.728397,NULL,M,8,32,2013,0.34,NULL,0.135474347,0.242005772
2013,2013,8,Albania,36,Australia,1.895482,NULL,M,8,36,2013,0.04,NULL,0.135474347,0.242005772
2013,2013,8,Albania,40,Austria,58.598613,11.851454,M,8,40,2013,1.2,0.51,0.135474347,0.242005772
2013,2013,8,Albania,44,Bahamas,0.001613,NULL,M,8,44,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,48,Bahrain,0.000846,NULL,M,8,48,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,50,Bangladesh,2.420599,0.003051,M,8,50,2013,0.05,0,0.135474347,0.242005772
2013,2013,8,Albania,51,Armenia,0.001585,0.025896,M,8,51,2013,0,0,0.135474347,0.242005772
2013,2013,8,Albania,56,Belgium,22.695189,1.825712,M,8,56,2013,0.47,0.08,0.135474347,0.242005772
2013,2013,8,Albania,60,Bermuda,4.10E-05,NULL,M,8,60,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,64,Bhutan,0.006303,NULL,M,8,64,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,68,Bolivia,0.001619,NULL,M,8,68,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,70,Bosnia Herzegovina,30.940193,2.873326,M,8,70,2013,0.63,0.12,0.135474347,0.242005772
2013,2013,8,Albania,76,Brazil,40.778846,1.720722,M,8,76,2013,0.84,0.07,0.135474347,0.242005772
2013,2013,8,Albania,84,Belize,NULL,0.01614,M,8,84,2013,NULL,0,0.135474347,0.242005772
2013,2013,8,Albania,100,Bulgaria,81.484572,21.965868,M,8,100,2013,1.67,0.94,0.135474347,0.242005772
2013,2013,8,Albania,104,Myanmar,0.001843,NULL,M,8,104,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,112,Belarus,0.639419,1.838688,M,8,112,2013,0.01,0.08,0.135474347,0.242005772
2013,2013,8,Albania,116,Cambodia,0.125589,NULL,M,8,116,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,120,Cameroon,0.388148,NULL,M,8,120,2013,0.01,NULL,0.135474347,0.242005772
2013,2013,8,Albania,124,Canada,30.543754,0.591708,M,8,124,2013,0.63,0.03,0.135474347,0.242005772
2013,2013,8,Albania,132,Cabo Verde,0.177812,NULL,M,8,132,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,136,Cayman Isds,NULL,7.348733,M,8,136,2013,NULL,0.32,0.135474347,0.242005772
2013,2013,8,Albania,140,Central African Rep.,0.018822,NULL,M,8,140,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,144,Sri Lanka,0.303181,0.048788,M,8,144,2013,0.01,0,0.135474347,0.242005772
2013,2013,8,Albania,152,Chile,0.22153,NULL,M,8,152,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,156,China,331.449749,108.391859,M,8,156,2013,6.79,4.65,0.135474347,0.242005772
2013,2013,8,Albania,162,Christmas Isds,0.009412,NULL,M,8,162,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,170,Colombia,1.56273,0.000321,M,8,170,2013,0.03,0,0.135474347,0.242005772
2013,2013,8,Albania,174,Comoros,0.001956,NULL,M,8,174,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,178,Congo,0.061638,0.012414,M,8,178,2013,0,0,0.135474347,0.242005772
2013,2013,8,Albania,184,Cook Isds,0.000245,NULL,M,8,184,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,188,Costa Rica,0.465405,NULL,M,8,188,2013,0.01,NULL,0.135474347,0.242005772
2013,2013,8,Albania,191,Croatia,55.12568,3.597171,M,8,191,2013,1.13,0.15,0.135474347,0.242005772
2013,2013,8,Albania,192,Cuba,0.19068,NULL,M,8,192,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,196,Cyprus,2.212359,0.116787,M,8,196,2013,0.05,0.01,0.135474347,0.242005772
2013,2013,8,Albania,203,Czech Rep.,38.959187,9.001725,M,8,203,2013,0.8,0.39,0.135474347,0.242005772
2013,2013,8,Albania,208,Denmark,4.821361,3.436693,M,8,208,2013,0.1,0.15,0.135474347,0.242005772
2013,2013,8,Albania,214,Dominican Rep.,0.080933,NULL,M,8,214,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,218,Ecuador,15.659732,0.019974,M,8,218,2013,0.32,0,0.135474347,0.242005772
2013,2013,8,Albania,222,El Salvador,0.005742,NULL,M,8,222,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,226,Equatorial Guinea,NULL,0.378823,M,8,226,2013,NULL,0.02,0.135474347,0.242005772
2013,2013,8,Albania,231,Ethiopia,0.388823,0.064016,M,8,231,2013,0.01,0,0.135474347,0.242005772
2013,2013,8,Albania,233,Estonia,0.473273,0.020606,M,8,233,2013,0.01,0,0.135474347,0.242005772
2013,2013,8,Albania,246,Finland,16.041942,0.024928,M,8,246,2013,0.33,0,0.135474347,0.242005772
2013,2013,8,Albania,251,France,126.922468,49.71463,M,8,251,2013,2.6,2.13,0.135474347,0.242005772
2013,2013,8,Albania,262,Djibouti,NULL,0.366007,M,8,262,2013,NULL,0.02,0.135474347,0.242005772
2013,2013,8,Albania,266,Gabon,0.21997,0.028258,M,8,266,2013,0,0,0.135474347,0.242005772
2013,2013,8,Albania,268,Georgia,0.054742,0.032492,M,8,268,2013,0,0,0.135474347,0.242005772
2013,2013,8,Albania,276,Germany,284.285405,89.524462,M,8,276,2013,5.82,3.84,0.135474347,0.242005772
2013,2013,8,Albania,288,Ghana,0.027028,0.00295,M,8,288,2013,0,0,0.135474347,0.242005772
2013,2013,8,Albania,300,Greece,432.954652,73.579307,M,8,300,2013,8.87,3.16,0.135474347,0.242005772
2013,2013,8,Albania,320,Guatemala,3.039272,0.010177,M,8,320,2013,0.06,0,0.135474347,0.242005772
2013,2013,8,Albania,324,Guinea,0.39445,NULL,M,8,324,2013,0.01,NULL,0.135474347,0.242005772
2013,2013,8,Albania,328,Guyana,0.003886,NULL,M,8,328,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,336,Holy See (Vatican City State),0.000729,NULL,M,8,336,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,340,Honduras,0.585822,NULL,M,8,340,2013,0.01,NULL,0.135474347,0.242005772
2013,2013,8,Albania,344,"China, Hong Kong SAR",1.34618,1.613729,M,8,344,2013,0.03,0.07,0.135474347,0.242005772
2013,2013,8,Albania,348,Hungary,40.948355,1.179947,M,8,348,2013,0.84,0.05,0.135474347,0.242005772
2013,2013,8,Albania,352,Iceland,0.016558,NULL,M,8,352,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,360,Indonesia,19.13387,0.498544,M,8,360,2013,0.39,0.02,0.135474347,0.242005772
2013,2013,8,Albania,364,Iran,1.441161,0.003332,M,8,364,2013,0.03,0,0.135474347,0.242005772
2013,2013,8,Albania,368,Iraq,NULL,0.314529,M,8,368,2013,NULL,0.01,0.135474347,0.242005772
2013,2013,8,Albania,372,Ireland,14.610334,0.048238,M,8,372,2013,0.3,0,0.135474347,0.242005772
2013,2013,8,Albania,376,Israel,9.30096,0.392406,M,8,376,2013,0.19,0.02,0.135474347,0.242005772
2013,2013,8,Albania,381,Italy,1614.655043,1080.197683,M,8,381,2013,33.08,46.33,0.135474347,0.242005772
2013,2013,8,Albania,384,Côte d'Ivoire,0.648769,0.088613,M,8,384,2013,0.01,0,0.135474347,0.242005772
2013,2013,8,Albania,392,Japan,19.605098,0.463079,M,8,392,2013,0.4,0.02,0.135474347,0.242005772
2013,2013,8,Albania,398,Kazakhstan,7.489648,2.899419,M,8,398,2013,0.15,0.12,0.135474347,0.242005772
2013,2013,8,Albania,400,Jordan,0.35088,0.341361,M,8,400,2013,0.01,0.01,0.135474347,0.242005772
2013,2013,8,Albania,404,Kenya,0.023797,NULL,M,8,404,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,408,Dem. People's Rep. of Korea,0.050673,NULL,M,8,408,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,410,Rep. of Korea,22.96541,0.333199,M,8,410,2013,0.47,0.01,0.135474347,0.242005772
2013,2013,8,Albania,414,Kuwait,0.142061,NULL,M,8,414,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,417,Kyrgyzstan,0.353395,NULL,M,8,417,2013,0.01,NULL,0.135474347,0.242005772
2013,2013,8,Albania,418,Lao People's Dem. Rep.,0.003685,NULL,M,8,418,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,422,Lebanon,0.053581,2.816493,M,8,422,2013,0,0.12,0.135474347,0.242005772
2013,2013,8,Albania,428,Latvia,0.677649,0.507782,M,8,428,2013,0.01,0.02,0.135474347,0.242005772
2013,2013,8,Albania,434,Libya,89.367811,13.292555,M,8,434,2013,1.83,0.57,0.135474347,0.242005772
2013,2013,8,Albania,440,Lithuania,2.380283,0.261248,M,8,440,2013,0.05,0.01,0.135474347,0.242005772
2013,2013,8,Albania,442,Luxembourg,0.463627,3.972272,M,8,442,2013,0.01,0.17,0.135474347,0.242005772
2013,2013,8,Albania,446,China- Macao SAR,0.043843,0.013188,M,8,446,2013,0,0,0.135474347,0.242005772
2013,2013,8,Albania,450,Madagascar,0.125094,NULL,M,8,450,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,454,Malawi,8.40E-05,0.003963,M,8,454,2013,0,0,0.135474347,0.242005772
2013,2013,8,Albania,458,Malaysia,4.963564,0.002489,M,8,458,2013,0.1,0,0.135474347,0.242005772
2013,2013,8,Albania,466,Mali,0.134676,NULL,M,8,466,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,470,Malta,3.1839,156.511079,M,8,470,2013,0.07,6.71,0.135474347,0.242005772
2013,2013,8,Albania,478,Mauritania,0.205536,0.018315,M,8,478,2013,0,0,0.135474347,0.242005772
2013,2013,8,Albania,480,Mauritius,0.004573,NULL,M,8,480,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,484,Mexico,4.49888,0.013344,M,8,484,2013,0.09,0,0.135474347,0.242005772
2013,2013,8,Albania,490,Other Asia- nes,9.379141,0.055617,M,8,490,2013,0.19,0,0.135474347,0.242005772
2013,2013,8,Albania,496,Mongolia,0.000873,NULL,M,8,496,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,498,Rep. of Moldova,0.203503,0.015423,M,8,498,2013,0,0,0.135474347,0.242005772
2013,2013,8,Albania,499,Montenegro,17.39701,30.023717,M,8,499,2013,0.36,1.29,0.135474347,0.242005772
2013,2013,8,Albania,504,Morocco,4.300175,0.222632,M,8,504,2013,0.09,0.01,0.135474347,0.242005772
2013,2013,8,Albania,508,Mozambique,0.000136,NULL,M,8,508,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,512,Oman,0.383683,NULL,M,8,512,2013,0.01,NULL,0.135474347,0.242005772
2013,2013,8,Albania,516,Namibia,0.039238,NULL,M,8,516,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,524,Nepal,NULL,0.000516,M,8,524,2013,NULL,0,0.135474347,0.242005772
2013,2013,8,Albania,528,Netherlands,32.026891,16.077838,M,8,528,2013,0.66,0.69,0.135474347,0.242005772
2013,2013,8,Albania,554,New Zealand,0.576703,NULL,M,8,554,2013,0.01,NULL,0.135474347,0.242005772
2013,2013,8,Albania,558,Nicaragua,0.005215,NULL,M,8,558,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,562,Niger,0.003108,NULL,M,8,562,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,566,Nigeria,0.001525,0.020871,M,8,566,2013,0,0,0.135474347,0.242005772
2013,2013,8,Albania,579,Norway,1.92029,0.112335,M,8,579,2013,0.04,0,0.135474347,0.242005772
2013,2013,8,Albania,584,Marshall Isds,0.000176,NULL,M,8,584,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,586,Pakistan,2.501942,0.039981,M,8,586,2013,0.05,0,0.135474347,0.242005772
2013,2013,8,Albania,591,Panama,0.117078,NULL,M,8,591,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,598,Papua New Guinea,0.002315,NULL,M,8,598,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,600,Paraguay,1.042555,NULL,M,8,600,2013,0.02,NULL,0.135474347,0.242005772
2013,2013,8,Albania,604,Peru,0.755554,0.012113,M,8,604,2013,0.02,0,0.135474347,0.242005772
2013,2013,8,Albania,608,Philippines,0.354224,0.001587,M,8,608,2013,0.01,0,0.135474347,0.242005772
2013,2013,8,Albania,616,Poland,73.927199,1.172538,M,8,616,2013,1.51,0.05,0.135474347,0.242005772
2013,2013,8,Albania,620,Portugal,5.489497,0.284107,M,8,620,2013,0.11,0.01,0.135474347,0.242005772
2013,2013,8,Albania,634,Qatar,3.025104,0.041615,M,8,634,2013,0.06,0,0.135474347,0.242005772
2013,2013,8,Albania,642,Romania,46.039556,3.723055,M,8,642,2013,0.94,0.16,0.135474347,0.242005772
2013,2013,8,Albania,643,Russian Federation,96.062429,1.866647,M,8,643,2013,1.97,0.08,0.135474347,0.242005772
2013,2013,8,Albania,660,Anguilla,0.027819,NULL,M,8,660,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,670,Saint Vincent and the Grenadines,0.000183,0.006556,M,8,670,2013,0,0,0.135474347,0.242005772
2013,2013,8,Albania,674,San Marino,0.283834,NULL,M,8,674,2013,0.01,NULL,0.135474347,0.242005772
2013,2013,8,Albania,682,Saudi Arabia,1.837504,0.137921,M,8,682,2013,0.04,0.01,0.135474347,0.242005772
2013,2013,8,Albania,686,Senegal,0.056378,0.09581,M,8,686,2013,0,0,0.135474347,0.242005772
2013,2013,8,Albania,688,Serbia,200.987421,175.427577,M,8,688,2013,4.12,7.52,0.135474347,0.242005772
2013,2013,8,Albania,690,Seychelles,0.038714,0.175664,M,8,690,2013,0,0.01,0.135474347,0.242005772
2013,2013,8,Albania,694,Sierra Leone,0.015838,0.009127,M,8,694,2013,0,0,0.135474347,0.242005772
2013,2013,8,Albania,699,India,25.528625,1.204491,M,8,699,2013,0.52,0.05,0.135474347,0.242005772
2013,2013,8,Albania,702,Singapore,1.83474,0.000414,M,8,702,2013,0.04,0,0.135474347,0.242005772
2013,2013,8,Albania,703,Slovakia,12.247171,1.078212,M,8,703,2013,0.25,0.05,0.135474347,0.242005772
2013,2013,8,Albania,704,Viet Nam,8.405832,0.001993,M,8,704,2013,0.17,0,0.135474347,0.242005772
2013,2013,8,Albania,705,Slovenia,35.222283,16.743872,M,8,705,2013,0.72,0.72,0.135474347,0.242005772
2013,2013,8,Albania,710,South Africa,0.619904,0.003446,M,8,710,2013,0.01,0,0.135474347,0.242005772
2013,2013,8,Albania,724,Spain,76.034668,227.937723,M,8,724,2013,1.56,9.78,0.135474347,0.242005772
2013,2013,8,Albania,748,Swaziland,0.383629,NULL,M,8,748,2013,0.01,NULL,0.135474347,0.242005772
2013,2013,8,Albania,752,Sweden,11.561348,0.791957,M,8,752,2013,0.24,0.03,0.135474347,0.242005772
2013,2013,8,Albania,757,Switzerland,77.514249,41.263797,M,8,757,2013,1.59,1.77,0.135474347,0.242005772
2013,2013,8,Albania,760,Syria,1.040021,NULL,M,8,760,2013,0.02,NULL,0.135474347,0.242005772
2013,2013,8,Albania,762,Tajikistan,0.393268,0.03241,M,8,762,2013,0.01,0,0.135474347,0.242005772
2013,2013,8,Albania,764,Thailand,12.865375,0.311327,M,8,764,2013,0.26,0.01,0.135474347,0.242005772
2013,2013,8,Albania,772,Tokelau,0.000279,NULL,M,8,772,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,776,Tonga,0.036719,NULL,M,8,776,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,784,United Arab Emirates,4.945869,1.613175,M,8,784,2013,0.1,0.07,0.135474347,0.242005772
2013,2013,8,Albania,788,Tunisia,5.178686,0.346667,M,8,788,2013,0.11,0.01,0.135474347,0.242005772
2013,2013,8,Albania,792,Turkey,311.035663,87.277998,M,8,792,2013,6.37,3.74,0.135474347,0.242005772
2013,2013,8,Albania,795,Turkmenistan,NULL,0.090674,M,8,795,2013,NULL,0,0.135474347,0.242005772
2013,2013,8,Albania,796,Turks and Caicos Isds,0.126013,NULL,M,8,796,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,800,Uganda,0.309261,NULL,M,8,800,2013,0.01,NULL,0.135474347,0.242005772
2013,2013,8,Albania,804,Ukraine,43.051228,0.290299,M,8,804,2013,0.88,0.01,0.135474347,0.242005772
2013,2013,8,Albania,807,TFYR of Macedonia,81.529751,41.612152,M,8,807,2013,1.67,1.78,0.135474347,0.242005772
2013,2013,8,Albania,818,Egypt,24.670112,2.205152,M,8,818,2013,0.51,0.09,0.135474347,0.242005772
2013,2013,8,Albania,826,United Kingdom,39.353802,13.723987,M,8,826,2013,0.81,0.59,0.135474347,0.242005772
2013,2013,8,Albania,834,United Rep. of Tanzania,0.006496,NULL,M,8,834,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,842,USA,118.735053,10.679113,M,8,842,2013,2.43,0.46,0.135474347,0.242005772
2013,2013,8,Albania,858,Uruguay,0.16752,NULL,M,8,858,2013,0,NULL,0.135474347,0.242005772
2013,2013,8,Albania,862,Venezuela,1.695997,NULL,M,8,862,2013,0.03,NULL,0.135474347,0.242005772
2013,2013,8,Albania,887,Yemen,0.014822,0.103109,M,8,887,2013,0,0,0.135474347,0.242005772
2013,2013,8,Albania,899,Areas- nes,16.102867,1.00E-06,M,8,899,2013,0.33,0,0.135474347,0.242005772
2013,2013,12,Algeria,0,World,54909.97327,65998.1376,M,12,0,2013,100,100,0.059765416,0.087207951
2013,2013,12,Algeria,4,Afghanistan,0.000181,NULL,M,12,4,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,8,Albania,0.807127,18.693468,M,12,8,2013,0,0.03,0.059765416,0.087207951
2013,2013,12,Algeria,20,Andorra,0.010432,NULL,M,12,20,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,24,Angola,0.183382,0.438343,M,12,24,2013,0,0,0.059765416,0.087207951
2013,2013,12,Algeria,28,Antigua and Barbuda,11.610797,NULL,M,12,28,2013,0.02,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,31,Azerbaijan,0.000642,NULL,M,12,31,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,32,Argentina,1738.555394,NULL,M,12,32,2013,3.17,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,36,Australia,13.057069,75.805529,M,12,36,2013,0.02,0.11,0.059765416,0.087207951
2013,2013,12,Algeria,40,Austria,390.927772,31.778452,M,12,40,2013,0.71,0.05,0.059765416,0.087207951
2013,2013,12,Algeria,44,Bahamas,NULL,10.192317,M,12,44,2013,NULL,0.02,0.059765416,0.087207951
2013,2013,12,Algeria,48,Bahrain,42.84115,0.061305,M,12,48,2013,0.08,0,0.059765416,0.087207951
2013,2013,12,Algeria,50,Bangladesh,13.217865,0.036638,M,12,50,2013,0.02,0,0.059765416,0.087207951
2013,2013,12,Algeria,51,Armenia,0.000353,NULL,M,12,51,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,52,Barbados,0.003089,NULL,M,12,52,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,56,Belgium,757.879216,2048.929167,M,12,56,2013,1.38,3.1,0.059765416,0.087207951
2013,2013,12,Algeria,60,Bermuda,0.00059,NULL,M,12,60,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,64,Bhutan,0.007129,NULL,M,12,64,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,68,Bolivia,0.204938,0.268312,M,12,68,2013,0,0,0.059765416,0.087207951
2013,2013,12,Algeria,70,Bosnia Herzegovina,3.974566,NULL,M,12,70,2013,0.01,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,72,Botswana,0.153724,NULL,M,12,72,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,76,Brazil,1322.161597,2661.28732,M,12,76,2013,2.41,4.03,0.059765416,0.087207951
2013,2013,12,Algeria,84,Belize,0.302131,NULL,M,12,84,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,96,Brunei Darussalam,0.154114,NULL,M,12,96,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,100,Bulgaria,177.496068,1.853086,M,12,100,2013,0.32,0,0.059765416,0.087207951
2013,2013,12,Algeria,104,Myanmar,0.026213,NULL,M,12,104,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,108,Burundi,0.000526,3.00E-06,M,12,108,2013,0,0,0.059765416,0.087207951
2013,2013,12,Algeria,112,Belarus,2.361019,NULL,M,12,112,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,116,Cambodia,3.04726,0.037323,M,12,116,2013,0.01,0,0.059765416,0.087207951
2013,2013,12,Algeria,120,Cameroon,5.271693,0.367308,M,12,120,2013,0.01,0,0.059765416,0.087207951
2013,2013,12,Algeria,124,Canada,403.02435,3054.634452,M,12,124,2013,0.73,4.63,0.059765416,0.087207951
2013,2013,12,Algeria,132,Cabo Verde,0.006427,0.678864,M,12,132,2013,0,0,0.059765416,0.087207951
2013,2013,12,Algeria,140,Central African Rep.,0.001086,NULL,M,12,140,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,144,Sri Lanka,1.600995,0.059701,M,12,144,2013,0,0,0.059765416,0.087207951
2013,2013,12,Algeria,148,Chad,0.087621,0.103897,M,12,148,2013,0,0,0.059765416,0.087207951
2013,2013,12,Algeria,152,Chile,7.03399,0.062809,M,12,152,2013,0.01,0,0.059765416,0.087207951
2013,2013,12,Algeria,156,China,6827.545399,2181.280027,M,12,156,2013,12.43,3.31,0.059765416,0.087207951
2013,2013,12,Algeria,170,Colombia,17.831646,0.027046,M,12,170,2013,0.03,0,0.059765416,0.087207951
2013,2013,12,Algeria,174,Comoros,0.183362,NULL,M,12,174,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,178,Congo,0.808918,2.038392,M,12,178,2013,0,0,0.059765416,0.087207951
2013,2013,12,Algeria,180,Dem.Rep. of the Congo,0.010561,0.094144,M,12,180,2013,0,0,0.059765416,0.087207951
2013,2013,12,Algeria,188,Costa Rica,25.71636,0.001603,M,12,188,2013,0.05,0,0.059765416,0.087207951
2013,2013,12,Algeria,191,Croatia,24.204807,10.421077,M,12,191,2013,0.04,0.02,0.059765416,0.087207951
2013,2013,12,Algeria,192,Cuba,2.55018,234.193339,M,12,192,2013,0,0.35,0.059765416,0.087207951
2013,2013,12,Algeria,196,Cyprus,33.377338,1.153081,M,12,196,2013,0.06,0,0.059765416,0.087207951
2013,2013,12,Algeria,203,Czech Rep.,239.935991,0.158947,M,12,203,2013,0.44,0,0.059765416,0.087207951
2013,2013,12,Algeria,204,Benin,5.20E-05,1.999558,M,12,204,2013,0,0,0.059765416,0.087207951
2013,2013,12,Algeria,208,Denmark,241.83901,4.296938,M,12,208,2013,0.44,0.01,0.059765416,0.087207951
2013,2013,12,Algeria,212,Dominica,0.07639,NULL,M,12,212,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,214,Dominican Rep.,0.599774,NULL,M,12,214,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,218,Ecuador,176.342721,NULL,M,12,218,2013,0.32,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,222,El Salvador,0.691054,NULL,M,12,222,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,226,Equatorial Guinea,0.040762,1.703827,M,12,226,2013,0,0,0.059765416,0.087207951
2013,2013,12,Algeria,231,Ethiopia,4.414391,NULL,M,12,231,2013,0.01,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,232,Eritrea,0.001051,NULL,M,12,232,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,233,Estonia,10.908275,NULL,M,12,233,2013,0.02,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,246,Finland,319.302005,75.439625,M,12,246,2013,0.58,0.11,0.059765416,0.087207951
2013,2013,12,Algeria,251,France,6257.797668,6786.095496,M,12,251,2013,11.4,10.28,0.059765416,0.087207951
2013,2013,12,Algeria,262,Djibouti,NULL,0.114216,M,12,262,2013,NULL,0,0.059765416,0.087207951
2013,2013,12,Algeria,266,Gabon,NULL,1.406123,M,12,266,2013,NULL,0,0.059765416,0.087207951
2013,2013,12,Algeria,268,Georgia,0.290751,NULL,M,12,268,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,270,Gambia,NULL,1.059699,M,12,270,2013,NULL,0,0.059765416,0.087207951
2013,2013,12,Algeria,275,State of Palestine,0.883165,NULL,M,12,275,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,276,Germany,2861.288651,21.053232,M,12,276,2013,5.21,0.03,0.059765416,0.087207951
2013,2013,12,Algeria,288,Ghana,3.761504,12.414239,M,12,288,2013,0.01,0.02,0.059765416,0.087207951
2013,2013,12,Algeria,300,Greece,529.468226,396.082056,M,12,300,2013,0.96,0.6,0.059765416,0.087207951
2013,2013,12,Algeria,308,Grenada,0.00691,NULL,M,12,308,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,320,Guatemala,5.375594,0.075543,M,12,320,2013,0.01,0,0.059765416,0.087207951
2013,2013,12,Algeria,324,Guinea,1.781311,17.571255,M,12,324,2013,0,0.03,0.059765416,0.087207951
2013,2013,12,Algeria,328,Guyana,0.002429,NULL,M,12,328,2013,0,NULL,0.059765416,0.087207951
2013,2013,12,Algeria,332,Haiti,0.725086,0.001908,M,12,332,2013,0,0,0.059765416,0.087207951
